geo_type,geography,year,category,percent
SU/District,Missisquoi Valley School District,2025,All Students Surveyed,0.86
SU/District,Missisquoi Valley School District,2025,Boys,0.88
SU/District,Missisquoi Valley School District,2025,Girls,0.85
SU/District,Missisquoi Valley School District,2025,Free and Reduced Lunch Eligible,0.83
SU/District,Missisquoi Valley School District,2025,Not Free and Reduced Lunch Eligible,0.9
SU/District,Missisquoi Valley School District,2025,Attended Publicly Funded PreK,0.86
SU/District,Missisquoi Valley School District,2025,Did Not Attend Publicly Funded PreK,0.89
SU/District,Montpelier Roxbury Supervisory District,2025,All Students Surveyed,0.85
SU/District,Montpelier Roxbury Supervisory District,2025,Boys,0.78
SU/District,Montpelier Roxbury Supervisory District,2025,Girls,0.93
SU/District,Montpelier Roxbury Supervisory District,2025,Free and Reduced Lunch Eligible,0.8
SU/District,Montpelier Roxbury Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.89
SU/District,Montpelier Roxbury Supervisory District,2025,Attended Publicly Funded PreK,***
SU/District,Montpelier Roxbury Supervisory District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Mount Mansfield Unified Union School District,2025,All Students Surveyed,0.94
SU/District,Mount Mansfield Unified Union School District,2025,Boys,0.9
SU/District,Mount Mansfield Unified Union School District,2025,Girls,0.99
SU/District,Mount Mansfield Unified Union School District,2025,Free and Reduced Lunch Eligible,0.87
SU/District,Mount Mansfield Unified Union School District,2025,Not Free and Reduced Lunch Eligible,0.95
SU/District,Mount Mansfield Unified Union School District,2025,Attended Publicly Funded PreK,***
SU/District,Mount Mansfield Unified Union School District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Mountain Views Supervisory Union,2025,All Students Surveyed,0.91
SU/District,Mountain Views Supervisory Union,2025,Boys,0.91
SU/District,Mountain Views Supervisory Union,2025,Girls,0.9
SU/District,Mountain Views Supervisory Union,2025,Free and Reduced Lunch Eligible,0.94
SU/District,Mountain Views Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.89
SU/District,Mountain Views Supervisory Union,2025,Attended Publicly Funded PreK,***
SU/District,Mountain Views Supervisory Union,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Mt. Abraham Unified School District,2025,All Students Surveyed,0.68
SU/District,Mt. Abraham Unified School District,2025,Boys,0.56
SU/District,Mt. Abraham Unified School District,2025,Girls,0.76
SU/District,Mt. Abraham Unified School District,2025,Free and Reduced Lunch Eligible,0.65
SU/District,Mt. Abraham Unified School District,2025,Not Free and Reduced Lunch Eligible,0.71
SU/District,Mt. Abraham Unified School District,2025,Attended Publicly Funded PreK,***
SU/District,Mt. Abraham Unified School District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,North Country Supervisory Union,2025,All Students Surveyed,0.77
SU/District,North Country Supervisory Union,2025,Boys,0.69
SU/District,North Country Supervisory Union,2025,Girls,0.84
SU/District,North Country Supervisory Union,2025,Free and Reduced Lunch Eligible,0.76
SU/District,North Country Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.8
SU/District,North Country Supervisory Union,2025,Attended Publicly Funded PreK,0.79
SU/District,North Country Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.64
SU/District,Orange East Supervisory Union,2025,All Students Surveyed,0.86
SU/District,Orange East Supervisory Union,2025,Boys,0.84
SU/District,Orange East Supervisory Union,2025,Girls,0.88
SU/District,Orange East Supervisory Union,2025,Free and Reduced Lunch Eligible,0.84
SU/District,Orange East Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.91
SU/District,Orange East Supervisory Union,2025,Attended Publicly Funded PreK,0.84
SU/District,Orange East Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.94
SU/District,Orange Southwest Supervisory Union,2025,All Students Surveyed,0.85
SU/District,Orange Southwest Supervisory Union,2025,Boys,0.75
SU/District,Orange Southwest Supervisory Union,2025,Girls,0.96
SU/District,Orange Southwest Supervisory Union,2025,Free and Reduced Lunch Eligible,0.76
SU/District,Orange Southwest Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.96
SU/District,Orange Southwest Supervisory Union,2025,Attended Publicly Funded PreK,0.86
SU/District,Orange Southwest Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.85
SU/District,Orleans Central Supervisory Union,2025,All Students Surveyed,0.83
SU/District,Orleans Central Supervisory Union,2025,Boys,0.79
SU/District,Orleans Central Supervisory Union,2025,Girls,0.93
SU/District,Orleans Central Supervisory Union,2025,Free and Reduced Lunch Eligible,0.84
SU/District,Orleans Central Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.83
SU/District,Orleans Central Supervisory Union,2025,Attended Publicly Funded PreK,***
SU/District,Orleans Central Supervisory Union,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Orleans Southwest Supervisory Union,2025,All Students Surveyed,0.73
SU/District,Orleans Southwest Supervisory Union,2025,Boys,***
SU/District,Orleans Southwest Supervisory Union,2025,Girls,***
SU/District,Orleans Southwest Supervisory Union,2025,Free and Reduced Lunch Eligible,***
SU/District,Orleans Southwest Supervisory Union,2025,Not Free and Reduced Lunch Eligible,***
SU/District,Orleans Southwest Supervisory Union,2025,Attended Publicly Funded PreK,***
SU/District,Orleans Southwest Supervisory Union,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Rivendell Interstate Supervisory District,2025,All Students Surveyed,0.93
SU/District,Rivendell Interstate Supervisory District,2025,Boys,***
SU/District,Rivendell Interstate Supervisory District,2025,Girls,***
SU/District,Rivendell Interstate Supervisory District,2025,Free and Reduced Lunch Eligible,***
SU/District,Rivendell Interstate Supervisory District,2025,Not Free and Reduced Lunch Eligible,***
SU/District,Rivendell Interstate Supervisory District,2025,Attended Publicly Funded PreK,***
SU/District,Rivendell Interstate Supervisory District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Rutland City Supervisory District,2025,All Students Surveyed,0.68
SU/District,Rutland City Supervisory District,2025,Boys,0.66
SU/District,Rutland City Supervisory District,2025,Girls,0.71
SU/District,Rutland City Supervisory District,2025,Free and Reduced Lunch Eligible,0.62
SU/District,Rutland City Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.86
SU/District,Rutland City Supervisory District,2025,Attended Publicly Funded PreK,0.63
SU/District,Rutland City Supervisory District,2025,Did Not Attend Publicly Funded PreK,0.78
SU/District,Rutland Northeast Supervisory Union,2025,All Students Surveyed,0.79
SU/District,Rutland Northeast Supervisory Union,2025,Boys,0.94
SU/District,Rutland Northeast Supervisory Union,2025,Girls,0.65
SU/District,Rutland Northeast Supervisory Union,2025,Free and Reduced Lunch Eligible,0.79
SU/District,Rutland Northeast Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.78
SU/District,Rutland Northeast Supervisory Union,2025,Attended Publicly Funded PreK,0.81
SU/District,Rutland Northeast Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.67
SU/District,Saint Johnsbury Supervisory District,2025,All Students Surveyed,0.92
SU/District,Saint Johnsbury Supervisory District,2025,Boys,0.84
SU/District,Saint Johnsbury Supervisory District,2025,Girls,1
SU/District,Saint Johnsbury Supervisory District,2025,Free and Reduced Lunch Eligible,***
SU/District,Saint Johnsbury Supervisory District,2025,Not Free and Reduced Lunch Eligible,***
SU/District,Saint Johnsbury Supervisory District,2025,Attended Publicly Funded PreK,***
SU/District,Saint Johnsbury Supervisory District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,School Administrative Unit #70,2025,All Students Surveyed,0.94
SU/District,School Administrative Unit #70,2025,Boys,***
SU/District,School Administrative Unit #70,2025,Girls,***
SU/District,School Administrative Unit #70,2025,Free and Reduced Lunch Eligible,***
SU/District,School Administrative Unit #70,2025,Not Free and Reduced Lunch Eligible,***
SU/District,School Administrative Unit #70,2025,Attended Publicly Funded PreK,***
SU/District,School Administrative Unit #70,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Slate Valley Unified Union School District,2025,All Students Surveyed,0.78
SU/District,Slate Valley Unified Union School District,2025,Boys,0.72
SU/District,Slate Valley Unified Union School District,2025,Girls,0.82
SU/District,Slate Valley Unified Union School District,2025,Free and Reduced Lunch Eligible,0.71
SU/District,Slate Valley Unified Union School District,2025,Not Free and Reduced Lunch Eligible,0.89
SU/District,Slate Valley Unified Union School District,2025,Attended Publicly Funded PreK,***
SU/District,Slate Valley Unified Union School District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,South Burlington Supervisory District,2025,All Students Surveyed,0.93
SU/District,South Burlington Supervisory District,2025,Boys,0.95
SU/District,South Burlington Supervisory District,2025,Girls,0.91
SU/District,South Burlington Supervisory District,2025,Free and Reduced Lunch Eligible,0.79
SU/District,South Burlington Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.98
SU/District,South Burlington Supervisory District,2025,Attended Publicly Funded PreK,***
SU/District,South Burlington Supervisory District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Southwest Vermont Supervisory Union,2025,All Students Surveyed,0.84
SU/District,Southwest Vermont Supervisory Union,2025,Boys,0.86
SU/District,Southwest Vermont Supervisory Union,2025,Girls,0.81
SU/District,Southwest Vermont Supervisory Union,2025,Free and Reduced Lunch Eligible,0.8
SU/District,Southwest Vermont Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.96
SU/District,Southwest Vermont Supervisory Union,2025,Attended Publicly Funded PreK,0.83
SU/District,Southwest Vermont Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.88
SU/District,Springfield Supervisory District,2025,All Students Surveyed,0.81
SU/District,Springfield Supervisory District,2025,Boys,0.62
SU/District,Springfield Supervisory District,2025,Girls,0.95
SU/District,Springfield Supervisory District,2025,Free and Reduced Lunch Eligible,0.75
SU/District,Springfield Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.89
SU/District,Springfield Supervisory District,2025,Attended Publicly Funded PreK,0.78
SU/District,Springfield Supervisory District,2025,Did Not Attend Publicly Funded PreK,0.92
SU/District,Two Rivers Supervisory Union,2025,All Students Surveyed,0.85
SU/District,Two Rivers Supervisory Union,2025,Boys,0.82
SU/District,Two Rivers Supervisory Union,2025,Girls,0.88
SU/District,Two Rivers Supervisory Union,2025,Free and Reduced Lunch Eligible,0.87
SU/District,Two Rivers Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.81
SU/District,Two Rivers Supervisory Union,2025,Attended Publicly Funded PreK,***
SU/District,Two Rivers Supervisory Union,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Washington Central Supervisory District,2025,All Students Surveyed,0.88
SU/District,Washington Central Supervisory District,2025,Boys,0.86
SU/District,Washington Central Supervisory District,2025,Girls,0.9
SU/District,Washington Central Supervisory District,2025,Free and Reduced Lunch Eligible,0.8
SU/District,Washington Central Supervisory District,2025,Not Free and Reduced Lunch Eligible,0.94
SU/District,Washington Central Supervisory District,2025,Attended Publicly Funded PreK,***
SU/District,Washington Central Supervisory District,2025,Did Not Attend Publicly Funded PreK,***
SU/District,White River Valley Supervisory Union,2025,All Students Surveyed,0.86
SU/District,White River Valley Supervisory Union,2025,Boys,0.86
SU/District,White River Valley Supervisory Union,2025,Girls,0.86
SU/District,White River Valley Supervisory Union,2025,Free and Reduced Lunch Eligible,0.83
SU/District,White River Valley Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.89
SU/District,White River Valley Supervisory Union,2025,Attended Publicly Funded PreK,0.86
SU/District,White River Valley Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.86
SU/District,Windham Central Supervisory Union,2025,All Students Surveyed,0.89
SU/District,Windham Central Supervisory Union,2025,Boys,0.81
SU/District,Windham Central Supervisory Union,2025,Girls,1
SU/District,Windham Central Supervisory Union,2025,Free and Reduced Lunch Eligible,0.86
SU/District,Windham Central Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.94
SU/District,Windham Central Supervisory Union,2025,Attended Publicly Funded PreK,***
SU/District,Windham Central Supervisory Union,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Windham Northeast Supervisory Union,2025,All Students Surveyed,0.81
SU/District,Windham Northeast Supervisory Union,2025,Boys,0.71
SU/District,Windham Northeast Supervisory Union,2025,Girls,0.91
SU/District,Windham Northeast Supervisory Union,2025,Free and Reduced Lunch Eligible,0.77
SU/District,Windham Northeast Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.84
SU/District,Windham Northeast Supervisory Union,2025,Attended Publicly Funded PreK,0.86
SU/District,Windham Northeast Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.7
SU/District,Windham Southeast Supervisory Union,2025,All Students Surveyed,0.88
SU/District,Windham Southeast Supervisory Union,2025,Boys,0.84
SU/District,Windham Southeast Supervisory Union,2025,Girls,0.9
SU/District,Windham Southeast Supervisory Union,2025,Free and Reduced Lunch Eligible,0.83
SU/District,Windham Southeast Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.92
SU/District,Windham Southeast Supervisory Union,2025,Attended Publicly Funded PreK,0.89
SU/District,Windham Southeast Supervisory Union,2025,Did Not Attend Publicly Funded PreK,0.79
SU/District,Windham Southwest Supervisory Union,2025,All Students Surveyed,0.96
SU/District,Windham Southwest Supervisory Union,2025,Boys,1
SU/District,Windham Southwest Supervisory Union,2025,Girls,0.94
SU/District,Windham Southwest Supervisory Union,2025,Free and Reduced Lunch Eligible,***
SU/District,Windham Southwest Supervisory Union,2025,Not Free and Reduced Lunch Eligible,***
SU/District,Windham Southwest Supervisory Union,2025,Attended Publicly Funded PreK,***
SU/District,Windham Southwest Supervisory Union,2025,Did Not Attend Publicly Funded PreK,***
SU/District,Windsor Southeast Supervisory Union,2025,All Students Surveyed,0.85
SU/District,Windsor Southeast Supervisory Union,2025,Boys,0.81
SU/District,Windsor Southeast Supervisory Union,2025,Girls,0.89
SU/District,Windsor Southeast Supervisory Union,2025,Free and Reduced Lunch Eligible,0.75
SU/District,Windsor Southeast Supervisory Union,2025,Not Free and Reduced Lunch Eligible,0.97
SU/District,Windsor Southeast Supervisory Union,2025,Attended Publicly Funded PreK,***
